LMRG_01252-MONOMER	LMRG_01252		Pyridoxine biosynthesis glutamine amidotransferase, synthase subunit (EC 2.4.2.-)	
LMRG_02804-MONOMER	LMRG_02804		FIG172581: PTS system, fructose-specific IIBC component (EC 2.7.1.69)	
LMRG_00445-MONOMER	LMRG_00445		FIG006849: ABC transporter, permease protein	
LMRG_01735-MONOMER	LMRG_01735		ComF operon protein A, DNA transporter ATPase	
LMRG_00280-MONOMER	LMRG_00280		FIG007609: cyclic nucleotide-binding protein	
LMRG_01796-MONOMER	LMRG_01796		FIG001974: Carboxylesterase (EC 3.1.1.1)	
LMRG_01381-MONOMER	LMRG_01381		NAD kinase (EC 2.7.1.23) homolog	
LMRG_01165-MONOMER	LMRG_01165		Cold shock protein CspD	
LMRG_01170-MONOMER	LMRG_01170		Transcriptional repressor for NAD biosynthesis in gram-positives	
LMRG_02097-MONOMER	LMRG_02097		ATP-dependent Clp protease, ATP-binding subunit ClpE	ClpE
LMRG_02089-MONOMER	LMRG_02089		FIG007560: Transcriptional regulator, MarR family	
LMRG_01326-MONOMER	LMRG_01326		FIG009099: hypothetical protein	
LMRG_01274-MONOMER	LMRG_01274		ABC transporter, permease protein YbbP clustered with maltose/maltodextrin transporter / Tlr1762 protein	
LMRG_01055-MONOMER	LMRG_01055		Lin2022 protein	
LMRG_01386-MONOMER	LMRG_01386		FIG067248: Acetate kinase (EC 2.7.2.1)	
LMRG_01518-MONOMER	LMRG_01518		Protein gp41 [Bacteriophage A118]	
LMRG_01431-MONOMER	LMRG_01431		Glycerol uptake facilitator protein	
LMRG_00303-MONOMER	LMRG_00303		FIG007666: hypothetical protein	
LMRG_02072-MONOMER	LMRG_02072		D-alanine transport protein	D-alanyl-lipoteichoic acid biosynthesis DltB, DltB
LMRG_01539-MONOMER	LMRG_01539		Protein gp10 [Bacteriophage A118]	
LMRG_01971-MONOMER	LMRG_01971		Multi antimicrobial extrusion protein (Na(+)/drug antiporter), MATE family of MDR efflux pumps	
LMRG_02079-MONOMER	LMRG_02079		FIG003612: ABC transporter, ATP-binding protein	
LMRG_02720-MONOMER	LMRG_02720		FIG008119: hypothetical protein	
LMRG_01284-MONOMER	LMRG_01284		Amino acid permease	
LMRG_01508-MONOMER	LMRG_01508		PTS system, fructose-specific IIA component (EC 2.7.1.69) / PTS system, fructose-specific IIB component (EC 2.7.1.69) / PTS system, fructose-specific IIC component (EC 2.7.1.69)	
LMRG_00154-MONOMER	LMRG_00154		FIG067075: hypothetical protein	
LMRG_00589-MONOMER	LMRG_00589		Predicted alpha-ribazole-5-phosphate synthase CblS for cobalamin biosynthesis	
LMRG_02296-MONOMER	LMRG_02296		FIG008978: major facilitator family transporter	
LMRG_02590-MONOMER	LMRG_02590		FIG007179: cyclic nucleotide-binding protein	
LMRG_02081-MONOMER	LMRG_02081		FIG008349: drug resistance transporter, EmrB/QacA family	
LMRG_00182-MONOMER	LMRG_00182		Predicted galactitol operon regulator (Transcriptional antiterminator), BglG family / PTS system, mannitol/fructose-specific IIA component (EC 2.7.1.69)	
LMRG_02924-MONOMER	LMRG_02924		FIG002998: DNA repair exonuclease family protein YhaO	
LMRG_01864-MONOMER	LMRG_01864		Putative oxidoreductase YcjS (EC 1.-.-.-), NADH-binding	
LMRG_00387-MONOMER	LMRG_00387		hypothetical protein	
LMRG_01788-MONOMER	LMRG_01788		Central glycolytic genes regulator	CggR
LMRG_00990-MONOMER	LMRG_00990		FIG000124: Ribosomal large subunit pseudouridine synthase D (EC 4.2.1.70)	
LMRG_01805-MONOMER	LMRG_01805		FIG009642: hypothetical protein	
LMRG_00645-MONOMER	LMRG_00645		Cobalt-precorrin-3b C17-methyltransferase	
LMRG_00054-MONOMER	LMRG_00054		Twin-arginine translocation protein TatA	
LMRG_00428-MONOMER	LMRG_00428		FIG013089: hypothetical protein	
LMRG_02024-MONOMER	LMRG_02024		FIG013065: ABC transporter, permease protein	
LMRG_00069-MONOMER	LMRG_00069		FIG011490: hypothetical protein	
LMRG_00296-MONOMER	LMRG_00296		FIG000618: Bifunctional protein: zinc-containing alcohol dehydrogenase; quinone oxidoreductase ( NADPH:quinone reductase) (EC 1.1.1.-); Similar to arginate lyase	
LMRG_01233-MONOMER	LMRG_01233		FIG008167: Protein crcB homolog 1	
LMRG_01585-MONOMER	LMRG_01585		FIG003705: oxidoreductase of aldo/keto reductase family, subgroup 2	
LMRG_02475-MONOMER	LMRG_02475		SSU ribosomal protein S18p	
LMRG_00652-MONOMER	LMRG_00652		Transmembrane component CbiQ of energizing module of cobalt ECF transporter	
LMRG_00080-MONOMER	LMRG_00080		FIG008000: hypothetical protein	
LMRG_02448-MONOMER	LMRG_02448		transmembrane protein	
LMRG_02175-MONOMER	LMRG_02175		LSU ribosomal protein L4p (L1e)	
LMRG_02499-MONOMER	LMRG_02499		Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6)	
LMRG_01728-MONOMER	LMRG_01728		O-succinylbenzoate-CoA synthase (EC 4.2.1.-)	
LMRG_00248-MONOMER	LMRG_00248		Imidazoleglycerol-phosphate dehydratase (EC 4.2.1.19)	
LMRG_00507-MONOMER	LMRG_00507		FIG053487: Molybdenum cofactor biosynthesis protein MoaC	
LMRG_02730-MONOMER	LMRG_02730		FIG007428: thioesterase family protein	
LMRG_02240-MONOMER	LMRG_02240		Thymidylate kinase (EC 2.7.4.9)	
LMRG_02496-MONOMER	LMRG_02496		FIG000227: Phosphoribosylaminoimidazole carboxylase catalytic subunit (EC 4.1.1.21)	
LMRG_01070-MONOMER	LMRG_01070		FIG075970: 5-Enolpyruvylshikimate-3-phosphate synthase (EC 2.5.1.19)	
LMRG_01626-MONOMER	LMRG_01626		ATP-dependent Clp protease, ATP-binding subunit ClpB	ClpB
LMRG_00934-MONOMER	LMRG_00934		FIG131605: DNA polymerase III delta subunit (EC 2.7.7.7)	
LMRG_01134-MONOMER	LMRG_01134		Ketol-acid reductoisomerase (EC 1.1.1.86)	
LMRG_02710-MONOMER	LMRG_02710		CTP synthase (EC 6.3.4.2)	
LMRG_01900-MONOMER	LMRG_01900		PTS system, mannitol-specific IIA component (EC 2.7.1.69)	
LMRG_02688-MONOMER	LMRG_02688		FIG016613: internalin H	
LMRG_01543-MONOMER	LMRG_01543		Protein gp14 [Bacteriophage A118]	
LMRG_00388-MONOMER	LMRG_00388		Flagellar motor switch protein FliM	FliM
LMRG_01131-MONOMER	LMRG_01131		Dihydroxy-acid dehydratase (EC 4.2.1.9)	
LMRG_00775-MONOMER	LMRG_00775		Translation initiation factor 2	
LMRG_02536-MONOMER	LMRG_02536		GltC, transcription activator of glutamate synthase operon	
LMRG_00527-MONOMER	LMRG_00527		FIG002484: hypothetical protein	
LMRG_00227-MONOMER	LMRG_00227		Glucitol operon activator protein	
LMRG_01087-MONOMER	LMRG_01087		L-asparaginase (EC 3.5.1.1)	
LMRG_00518-MONOMER	LMRG_00518		FIG008948: hypothetical protein	
LMRG_01056-MONOMER	LMRG_01056		hypothetical protein	
LMRG_00386-MONOMER	LMRG_00386		Flagellar hook protein FlgE	FlgE
LMRG_01523-MONOMER	LMRG_01523		Protein gp45 [Bacteriophage A118]	
LMRG_02504-MONOMER	LMRG_02504		Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1)	
LMRG_01479-MONOMER	LMRG_01479		Glutamate decarboxylase	GadD2, GadB
LMRG_02163-MONOMER	LMRG_02163		SSU ribosomal protein S14p (S29e) ## Zinc-independent	
LMRG_02029-MONOMER	LMRG_02029		FIG007463: Metal-dependent hydrolase (EC 3.-.-.-)	
LMRG_02582-MONOMER	LMRG_02582		Regulator of YycFG	YycH
LMRG_01560-MONOMER	LMRG_01560		FIG028544: Competence transcription factor	
LMRG_00955-MONOMER	LMRG_00955		Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	
LMRG_02322-MONOMER	LMRG_02322		Transcription accessory protein (S1 RNA-binding domain)	
LMRG_02066-MONOMER	LMRG_02066		FIG005237: GTP pyrophosphokinase (EC 2.7.6.5)	
LMRG_01656-MONOMER	LMRG_01656		FIG008320: Transcriptional regulator, TetR family	
LMRG_01154-MONOMER	LMRG_01154		Acetolactate synthase, catabolic (EC 2.2.1.6)	
LMRG_00606-MONOMER	LMRG_00606		Propanediol utilization polyhedral body protein PduN	
LMRG_02311-MONOMER	LMRG_02311		Programmed cell death antitoxin YdcD	
LMRG_02640-MONOMER	LMRG_02640		RNA binding protein, contains ribosomal protein S1 domain	
LMRG_02304-MONOMER	LMRG_02304		Putative peptidoglycan bound protein (LPXTG motif)	
LMRG_02744-MONOMER	LMRG_02744		N-Acetyl-D-glucosamine ABC transport system, permease protein 1	
LMRG_00078-MONOMER	LMRG_00078		5-dehydro-2-deoxygluconokinase	5-keto-2-deoxygluconokinase
LMRG_01285-MONOMER	LMRG_01285		FIG012056: major facilitator family transporter	
LMRG_02764-MONOMER	LMRG_02764		Hypothetical protein SAV1869	
LMRG_02605-MONOMER	LMRG_02605		Beta-glucosidase (EC 3.2.1.21); 6-phospho-beta-glucosidase (EC 3.2.1.86)	
LMRG_02069-MONOMER	LMRG_02069		FIG000524: Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)	
LMRG_01861-MONOMER	LMRG_01861		Inner membrane ABC transporter permease protein YcjP	
LMRG_02751-MONOMER	LMRG_02751		FIG002443: Cell wall-binding protein	
LMRG_00384-MONOMER	LMRG_00384		Flagellar hook-length control protein FliK	FliK
LMRG_01290-MONOMER	LMRG_01290		1,4-dihydroxy-2-naphthoate octaprenyltransferase (EC 2.5.1.-)	
LMRG_00105-MONOMER	LMRG_00105		FIG008798: hypothetical protein	
LMRG_00985-MONOMER	LMRG_00985		Aspartate carbamoyltransferase (EC 2.1.3.2)	
LMRG_01389-MONOMER	LMRG_01389		FIG008728: Proline dipeptidase (EC 3.4.13.9)	
LMRG_00515-MONOMER	LMRG_00515		Pyruvate dehydrogenase E1 component beta subunit (EC 1.2.4.1)	
LMRG_01881-MONOMER	LMRG_01881		Catalyzes the cleavage of p-aminobenzoyl-glutamate to p-aminobenzoate and glutamate, subunit A	
LMRG_02978-MONOMER	LMRG_02978		FIG117624: hypothetical protein	
LMRG_00977-MONOMER	LMRG_00977		short chain dehydrogenase	
LMRG_02620-MONOMER	LMRG_02620		N-acetylglucosamine-1-phosphate uridyltransferase (EC 2.7.7.23) / Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)	
LMRG_00969-MONOMER	LMRG_00969		Ribosomal RNA small subunit methyltransferase B (EC 2.1.1.-)	
LMRG_01966-MONOMER	LMRG_01966		FIG132562: Haloacid dehalogenase-like hydrolase	
LMRG_00630-MONOMER	LMRG_00630		FIG031412: Ethanolamine utilization polyhedral-body-like protein EutN	
LMRG_00852-MONOMER	LMRG_00852		FIG007170: phosphinothricin N-acetyltransferase	
LMRG_00395-MONOMER	LMRG_00395		Flagellar hook-associated protein FlgL	FlgL
LMRG_01281-MONOMER	LMRG_01281		FIG008234: CAAX amino terminal protease family protein	
LMRG_00389-MONOMER	LMRG_00389		CheC	
LMRG_00267-MONOMER	LMRG_00267		FIG008213: extracellular protein	
LMRG_00915-MONOMER	LMRG_00915		Cytidine deaminase (EC 3.5.4.5)	
LMRG_01072-MONOMER	LMRG_01072		FIG001532: Biosynthetic Aromatic amino acid aminotransferase beta (EC 2.6.1.57) @ Histidinol-phosphate aminotransferase (EC 2.6.1.9)	
LMRG_02599-MONOMER	LMRG_02599		FIG002540: hydrolase, haloacid dehalogenase-like family	
LMRG_00881-MONOMER	LMRG_00881		FIG011622: Substrate-specific component ThiT of thiamin ECF transporter	
LMRG_01086-MONOMER	LMRG_01086		Cytidylate kinase (EC 2.7.4.14)	
LMRG_01525-MONOMER	LMRG_01525		Recombinational DNA repair protein RecT (prophage associated)	
LMRG_02597-MONOMER	LMRG_02597		Multiple sugar ABC transporter, ATP-binding protein	
LMRG_02628-MONOMER	LMRG_02628		Distant similarity with viral glycoprotein gp160 of HIV type 1	
LMRG_01741-MONOMER	LMRG_01741		FIG002914: Cell division transporter, ATP-binding protein FtsE (TC 3.A.5.1.1)	
LMRG_01448-MONOMER	LMRG_01448		D-tyrosyl-tRNA(Tyr) deacylase (EC 3.1.-.-)	
LMRG_00926-MONOMER	LMRG_00926		Chaperone protein DnaK	DnaK
LMRG_01769-MONOMER	LMRG_01769		FIG007993: TPR domain protein	
LMRG_00836-MONOMER	LMRG_00836		Rhodanese domain protein UPF0176, Firmicutes subgroup	
LMRG_00588-MONOMER	LMRG_00588		FIG016912: Propanediol utilization protein PduV	
LMRG_01992-MONOMER	LMRG_01992		FIG007200: hypothetical protein	
LMRG_00684-MONOMER	LMRG_00684		FIG135600: Ribonuclease PH (EC 2.7.7.56)	
LMRG_00013-MONOMER	LMRG_00013		membrane protein	
LMRG_02644-MONOMER	LMRG_02644		FIG003751: Chaperonin (heat shock protein 33)	
LMRG_01408-MONOMER	LMRG_01408		FIG000101: Threonyl-tRNA synthetase (EC 6.1.1.3)	
LMRG_02802-MONOMER	LMRG_02802		FIG006336: Transcription antiterminator, BglG family	
LMRG_02159-MONOMER	LMRG_02159		SSU ribosomal protein S5p (S2e)	
LMRG_00913-MONOMER	LMRG_00913		FIG007756: hypothetical protein	
LMRG_00322-MONOMER	LMRG_00322		FIG019562: Glutamyl endopeptidase precursor (EC 3.4.21.19), blaSE	
LMRG_02372-MONOMER	LMRG_02372		Putative tail or base plate protein gp18 [Bacteriophage A118]	
LMRG_00100-MONOMER	LMRG_00100		FIG008421: hypothetical protein	
LMRG_00281-MONOMER	LMRG_00281		Substrate-specific component BioY of biotin ECF transporter	
LMRG_01423-MONOMER	LMRG_01423		Rod shape-determining protein MreC	
LMRG_01041-MONOMER	LMRG_01041		Endonuclease III (EC 4.2.99.18)	
LMRG_02258-MONOMER	LMRG_02258		Putative peptidoglycan bound protein (LPXTG motif) Lmo0835 homolog	
LMRG_00393-MONOMER	LMRG_00393		Hypothetical protein	
LMRG_00022-MONOMER	LMRG_00022		FIG011443: hypothetical protein	
LMRG_01169-MONOMER	LMRG_01169		Cell division initiation protein DivIVA	DivIVA
LMRG_00249-MONOMER	LMRG_00249		Histidinol dehydrogenase (EC 1.1.1.23)	
LMRG_01571-MONOMER	LMRG_01571		FIG015194: acetyltransferase, GNAT family	
LMRG_02636-MONOMER	LMRG_02636		FIG067681: Transcription-repair coupling factor	
LMRG_00924-MONOMER	LMRG_00924		FIG000346: Ribosomal protein L11 methyltransferase (EC 2.1.1.-)	
LMRG_00476-MONOMER	LMRG_00476		FIG010012: Activator of (R)-2-hydroxyglutaryl-CoA dehydratase	
LMRG_00599-MONOMER	LMRG_00599		FIG010846: Propanediol dehydratase reactivation factor large subunit	
LMRG_01033-MONOMER	LMRG_01033		Thermostable carboxypeptidase 1 (EC 3.4.17.19) ## Zinc-requiring, any residue but Pro	
LMRG_01556-MONOMER	LMRG_01556		ORF27	
LMRG_02090-MONOMER	LMRG_02090		Multi antimicrobial extrusion protein (Na(+)/drug antiporter), MATE family of MDR efflux pumps	
LMRG_02863-MONOMER	LMRG_02863		FIG037147: hypothetical protein	
LMRG_02476-MONOMER	LMRG_02476		FIG007396: lipoprotein, putative	
LMRG_02377-MONOMER	LMRG_02377		FIG007676: Holin	
LMRG_02501-MONOMER	LMRG_02501		Phosphoribosylformylglycinamidine synthase, glutamine amidotransferase subunit (EC 6.3.5.3)	
LMRG_01965-MONOMER	LMRG_01965		FIG010282: Transcription regulator, RpiR family	
LMRG_02786-MONOMER	LMRG_02786		Carbonic anhydrase precursor (EC 4.2.1.1)	
LMRG_00695-MONOMER	LMRG_00695		FIG006790: hypothetical protein	
LMRG_02058-MONOMER	LMRG_02058		FIG102695: Undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.-)	
LMRG_02062-MONOMER	LMRG_02062		Heat shock protein HtpX (EC 3.4.24.-)	
LMRG_00200-MONOMER	LMRG_00200		FIG008349: drug resistance transporter, EmrB/QacA family	
LMRG_00008-MONOMER	LMRG_00008		FIG034727: Thiaminase II (EC 3.5.99.2)	
LMRG_00624-MONOMER	LMRG_00624		Ethanolamine utilization polyhedral-body-like protein EutM	
LMRG_02467-MONOMER	LMRG_02467		Agmatine deiminase (EC 3.5.3.12)	
LMRG_02674-MONOMER	LMRG_02674		ATP-dependent Clp protease, ATP-binding subunit ClpC	ClpC
LMRG_00735-MONOMER	LMRG_00735		FIG002678: Succinyl-CoA synthetase, alpha subunit-related enzymes	
LMRG_02626-MONOMER	LMRG_02626		ActA	Actin-assembly inducing protein ActA precursor
LMRG_01321-MONOMER	LMRG_01321		FIG021535: Exonuclease SbcC	
LMRG_01081-MONOMER	LMRG_01081		DNA-binding protein HBsu	
LMRG_00508-MONOMER	LMRG_00508		FIG002018: Molybdenum cofactor biosynthesis protein MoaA	
LMRG_00477-MONOMER	LMRG_00477		FIG004618: Phenazine biosynthesis protein PhzF like	
LMRG_02096-MONOMER	LMRG_02096		FIG000328: Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63)	
LMRG_00686-MONOMER	LMRG_00686		FIG009886: phosphoesterase	
LMRG_02622-MONOMER	LMRG_02622		PrfA	Virulence regulatory factor PrfA, Transcriptional regulator, CrP/Fnr family
LMRG_00830-MONOMER	LMRG_00830		FIG006172: Two-component sensor histidine kinase	
LMRG_01157-MONOMER	LMRG_01157		FIG007586: ABC transporter, permease protein	
LMRG_01313-MONOMER	LMRG_01313		FIG012061: Putative cellsurface protein	
LMRG_02059-MONOMER	LMRG_02059		FIG005991: peptidase, U32 family small subunit [C1]	
LMRG_00122-MONOMER	LMRG_00122		FIG007771: transcriptional regulator, LysR family	
LMRG_00814-MONOMER	LMRG_00814		Cold shock protein CspA	
LMRG_02082-MONOMER	LMRG_02082		Deblocking aminopeptidase (EC 3.4.11.-)	
LMRG_02286-MONOMER	LMRG_02286		FIG008664: hypothetical protein	
LMRG_01144-MONOMER	LMRG_01144		Deoxyribonucleoside regulator DeoR (transcriptional repressor)	
LMRG_01786-MONOMER	LMRG_01786		Microsomal dipeptidase precursor (EC 3.4.13.19)	
LMRG_01188-MONOMER	LMRG_01188		FIG143532: Penicillin-binding protein 2B	
LMRG_01636-MONOMER	LMRG_01636		FIG024537: Oligopeptide ABC transporter, periplasmic oligopeptide-binding protein oppA (TC 3.A.1.5.1)	
LMRG_00454-MONOMER	LMRG_00454		FIG007586: ABC transporter, permease protein	
LMRG_00891-MONOMER	LMRG_00891		Manganese superoxide dismutase (EC 1.15.1.1)	
LMRG_01580-MONOMER	LMRG_01580		FIG229310: amino acid ABC transporter, ATP-binding protein	
LMRG_01710-MONOMER	LMRG_01710		FIG000482: UDP-N-acetylglucosamine 2-epimerase (EC 5.1.3.14)	
LMRG_02638-MONOMER	LMRG_02638		S4-domain-containing heat shock protein	
LMRG_02280-MONOMER	LMRG_02280		FIG009049: hydrolase, alpha/beta fold family	
LMRG_01942-MONOMER	LMRG_01942		D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)	
LMRG_01119-MONOMER	LMRG_01119		Pentitol PTS system enzyme II B component	
LMRG_00150-MONOMER	LMRG_00150		N-methylhydantoinase (ATP-hydrolyzing) (EC 3.5.2.14)	
LMRG_02103-MONOMER	LMRG_02103		FIG028694: Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)	
LMRG_02242-MONOMER	LMRG_02242		FIG132696: PhnB protein	
LMRG_00156-MONOMER	LMRG_00156		FIG014423: hypothetical protein	
